,Max,Min,Mean,Std,RMS,Skewness,Kurtosis,P2P,Crest Factor,Variance,Fault,Defect
0,0.32,-0.2,0.047823887,0.064289597,0.080100519,0.001268545,1.847866298,0.12,3.994980365,0.004133152,inner,Yes
1,0.96,-0.2,0.049202825,0.074959048,0.08963318,3.380105973,38.37425013,0.76,10.71031955,0.005618859,inner,Yes
2,0.9,-0.2,0.047669706,0.067442713,0.08256096,2.494656334,26.40766793,0.7,10.90103608,0.00454852,inner,Yes
3,0.35,-1.0,0.047955466,0.069054037,0.0840438,-3.219542663,53.59073403,-0.65,4.164495177,0.00476846,inner,Yes
4,0.96,-0.2,0.048518145,0.06930913,0.084574957,2.487598536,30.18474079,0.76,11.35087775,0.004803755,inner,Yes
5,0.44,-0.2,0.049616935,0.064329613,0.081215563,0.218978209,2.38598432,0.24,5.417680817,0.004138299,inner,Yes
6,1.0,-0.6,0.047381672,0.076472061,0.089928359,1.528228452,28.9435649,0.4,11.11996271,0.005847976,inner,Yes
7,0.3,-0.9,0.048725986,0.068045254,0.08366419,-2.456107552,37.94340003,-0.6,3.585763521,0.004630157,inner,Yes
8,0.9,-0.8,0.044570273,0.06942026,0.082467017,0.478546138,44.97155727,0.1,10.91345404,0.004819172,inner,Yes
9,0.32,-0.1,0.052298387,0.054781095,0.075717003,0.542981308,1.146688776,0.22,4.226263429,0.003000968,inner,Yes
10,0.96,-0.2,0.05310101,0.061838858,0.081485575,3.286003518,46.33656809,0.76,11.78122626,0.003824044,inner,Yes
11,0.94,-0.2,0.05183283,0.061194958,0.0801729,3.314261434,44.42764663,0.74,11.72466011,0.003744823,inner,Yes
12,0.32,-1.0,0.0498583,0.063303039,0.080554757,-4.353552074,76.1898958,-0.68,3.972453188,0.004007275,inner,Yes
13,0.99,-0.2,0.054387031,0.071562567,0.089855225,4.472658071,54.61568235,0.79,11.0177232,0.005121201,inner,Yes
14,0.26,-0.9,0.04641776,0.062889859,0.07813931,-3.30133223,51.3575813,-0.64,3.327390529,0.003955134,inner,Yes
15,0.26,-0.2,0.051649798,0.055229198,0.075596816,0.171446232,1.193797013,0.06,3.439298304,0.003050264,inner,Yes
16,0.24,-0.2,0.049625127,0.056487458,0.075168167,0.297659451,1.151667373,0.04,3.192840937,0.003190833,inner,Yes
17,0.26,-0.97,0.050183113,0.065510428,0.082496031,-3.633133741,59.42729124,-0.71,3.151666779,0.004291616,inner,Yes
18,0.26,-0.2,0.05189463,0.055862743,0.076226878,0.021766626,1.477296501,0.06,3.410870361,0.003120646,inner,Yes
19,0.94,-0.2,0.055725806,0.077094549,0.095094393,4.280402208,45.83612296,0.74,9.884915104,0.00594357,inner,Yes
20,0.27,-0.2,0.051372351,0.058774811,0.078039163,0.068781168,1.77043674,0.07,3.45980132,0.003454478,inner,Yes
21,0.41,-0.94,0.054328961,0.067596013,0.086696287,-3.01570765,47.72927484,-0.53,4.729152922,0.004569221,inner,Yes
22,0.33,-0.2,0.054883956,0.060410729,0.081596705,0.336704533,1.106294741,0.13,4.044280975,0.003649456,inner,Yes
23,0.99,-0.2,0.05331992,0.064703556,0.083817374,3.127803787,43.6810557,0.79,11.81139372,0.00418655,inner,Yes
24,0.35,-0.96,0.051441532,0.072939151,0.089224368,-4.658162951,65.53795141,-0.61,3.922695185,0.00532012,inner,Yes
25,0.32,-0.2,0.054165824,0.05779901,0.07919144,0.203275749,1.870870004,0.12,4.040840792,0.003340726,inner,Yes
26,0.24,-0.9,0.052744702,0.063394981,0.082443143,-3.112663801,50.65837314,-0.66,2.911097163,0.004018924,inner,Yes
27,0.27,-0.2,0.053811931,0.057399172,0.078657852,0.355145926,0.851799103,0.07,3.432588027,0.003294665,inner,Yes
28,0.9,-0.1,0.053494949,0.061600719,0.081563014,2.95143115,35.51896517,0.8,11.03441322,0.003794649,inner,Yes
29,0.29,-0.2,0.052532663,0.058531816,0.078627038,0.198798873,1.518805576,0.09,3.688298689,0.003425974,inner,Yes
30,0.3,-0.2,0.053521695,0.058158693,0.079016405,0.382581912,1.095869389,0.1,3.796679921,0.003382434,inner,Yes
31,0.88,-0.2,0.055705645,0.063789719,0.084664899,2.464238148,28.28842475,0.68,10.39391776,0.004069128,inner,Yes
32,0.3,-0.2,0.053763875,0.058848039,0.079687837,0.203242535,1.928329295,0.1,3.764689962,0.003463092,inner,Yes
33,0.26,-0.2,0.05734879,0.055847993,0.080029606,0.274679387,0.518945595,0.06,3.248797684,0.003118998,inner,Yes
34,0.38,-0.2,0.052941176,0.057997642,0.078505307,0.372173533,1.954049651,0.18,4.840437118,0.003363726,inner,Yes
35,0.93,-0.9,0.055813953,0.07820267,0.096045153,0.922639137,51.21547459,0.03,9.682945703,0.006115658,inner,Yes
36,0.33,-0.2,0.05326572,0.057533785,0.078383775,0.331348833,1.018804438,0.13,4.210054936,0.003310136,inner,Yes
37,0.26,-0.96,0.058124373,0.065666131,0.087670739,-3.494263853,57.24464556,-0.7,2.965641707,0.004312041,inner,Yes
38,0.26,-0.2,0.05520284,0.05784637,0.079938491,0.168537271,1.181819706,0.06,3.252500744,0.003346202,inner,Yes
40,0.24,-0.3,0.053639113,0.056605659,0.077962331,-0.230447947,2.561691091,-0.06,3.078409765,0.003204201,inner,Yes
41,0.27,-0.2,0.055151822,0.05539832,0.078151079,0.301246395,1.227848138,0.07,3.454846749,0.003068974,inner,Yes
42,0.99,-0.2,0.055375254,0.069310683,0.088687751,4.359267691,54.93153599,0.79,11.16275906,0.004803971,inner,Yes
43,0.94,-0.9,0.053370333,0.075212447,0.092193256,-2.250096766,69.59539197,0.04,10.1959736,0.005656912,inner,Yes
44,0.29,-0.2,0.055292929,0.060418703,0.081878205,0.247570607,1.95226616,0.09,3.5418461,0.00365042,inner,Yes
45,1.0,-0.9,0.058616162,0.070497324,0.091655371,0.184043513,65.48618716,0.1,10.91043533,0.004969873,inner,Yes
46,0.93,-0.2,0.055403226,0.065099774,0.085458913,2.732159278,32.40547158,0.73,10.88242253,0.004237981,inner,Yes
47,0.29,-0.9,0.05673716,0.067488264,0.088142976,-2.579747794,40.44101508,-0.61,3.290109,0.004554666,inner,Yes
48,0.96,-0.3,0.058703141,0.069754278,0.091141584,3.862413114,49.2661734,0.66,10.53306255,0.004865659,inner,Yes
49,0.91,-0.2,0.058486377,0.064383083,0.086957777,2.506676662,31.04885792,0.71,10.46484899,0.004145181,inner,Yes
50,0.3,-0.2,0.058523761,0.058123879,0.082462113,0.140076564,1.240507191,0.1,3.638034376,0.003378385,inner,Yes
51,0.94,-0.2,0.055328615,0.06664774,0.086594951,2.468122867,31.20227389,0.74,10.85513634,0.004441921,inner,Yes
52,0.27,-0.2,0.058632653,0.057880224,0.082368014,0.328732498,1.127150562,0.07,3.277971455,0.00335012,inner,Yes
53,0.38,-0.6,0.055321932,0.062410032,0.083376314,-0.81213033,13.16878053,-0.22,4.557649336,0.003895012,inner,Yes
54,0.29,-0.2,0.056070707,0.058935751,0.081325509,0.29866996,0.881602566,0.09,3.565916823,0.003473423,inner,Yes
55,0.88,-0.2,0.060282258,0.064510272,0.088268514,2.237223348,25.95742167,0.68,9.969579814,0.004161575,inner,Yes
56,0.8,-0.2,0.059979757,0.066472866,0.089508329,1.718522306,15.98751056,0.6,8.937715768,0.004418642,inner,Yes
57,0.97,-0.9,0.054543611,0.07228149,0.090522486,-0.127458929,55.89092637,0.07,10.7155696,0.005224614,inner,Yes
58,0.26,-0.3,0.050241449,0.061625694,0.079486531,-0.08700228,2.357479349,-0.04,3.270994417,0.003797726,inner,Yes
59,0.3,-0.9,0.050493454,0.069585888,0.085947125,-2.225249732,35.11271949,-0.6,3.490518138,0.004842196,inner,Yes
60,0.3,-0.2,0.045493952,0.061586476,0.076542604,0.051558264,1.704947529,0.1,3.919385885,0.003792894,inner,Yes
61,0.97,-0.2,0.046186613,0.069738174,0.083616288,2.368144661,31.32790518,0.77,11.60061068,0.004863413,inner,Yes
62,0.99,-0.9,0.051911021,0.081772421,0.096823148,1.192962493,46.43007566,0.09,10.22482767,0.006686729,inner,Yes
63,0.3,-0.2,0.046016178,0.059667633,0.075326723,0.129037076,1.908750381,0.1,3.982650329,0.003560226,inner,Yes
64,0.27,-0.9,0.046288032,0.069944243,0.083844007,-2.192248267,34.15491971,-0.63,3.220265955,0.004892197,inner,Yes
65,0.35,-0.2,0.047489919,0.065369013,0.080771856,0.20503,1.346491142,0.15,4.333192485,0.004273108,inner,Yes
66,0.27,-0.2,0.049717172,0.063573408,0.080680189,0.067947033,1.239764389,0.07,3.346546441,0.004041578,inner,Yes
67,0.3,-0.2,0.051698686,0.062005503,0.080706561,0.233107442,0.839517559,0.1,3.717169894,0.003844682,inner,Yes
68,0.29,-1.0,0.045010204,0.072472036,0.08528045,-3.05167053,44.18065764,-0.71,3.40054492,0.005252196,inner,Yes
69,0.99,-0.2,0.049403438,0.068683013,0.084577102,2.967238072,35.85293987,0.79,11.70529587,0.004717356,inner,Yes
70,0.29,-0.2,0.048477157,0.063061427,0.079515666,0.354342009,1.334800946,0.09,3.647080067,0.003976744,inner,Yes
71,0.32,-0.2,0.047846309,0.065964601,0.081462864,0.195309571,1.574678947,0.12,3.928170273,0.004351329,inner,Yes
72,0.35,-0.9,0.047821682,0.072980704,0.087222131,-2.159895965,29.55093311,-0.55,4.012743059,0.005326183,inner,Yes
