,Max,Min,Mean,Std,RMS,Skewness,Kurtosis,P2P,Crest Factor,Variance,Fault,Defect
642,1.07,-0.1,0.13421371,0.074926043,0.153693112,3.599599419,42.75458224,0.97,6.961925543,0.005613912,Healthy,No
643,0.9,0.0,0.134389506,0.066445129,0.149903433,1.465381593,16.84699834,0.9,6.003865151,0.004414955,Healthy,No
644,0.41,-0.9,0.131907164,0.069056378,0.148874011,-3.339114547,49.2055635,-0.49,2.754006535,0.004768783,Healthy,No
645,0.36,-0.9,0.131360887,0.075563559,0.151524844,-5.064335367,68.23523991,-0.54,2.375848022,0.005709851,Healthy,No
646,0.88,0.0,0.136353535,0.067952403,0.152332372,1.304170529,13.71504764,0.88,5.776841713,0.004617529,Healthy,No
647,0.94,-0.2,0.132052578,0.077093805,0.152889923,3.004637424,30.91644355,0.74,6.148214221,0.005943455,Healthy,No
648,0.41,-0.1,0.134888889,0.063849686,0.14922358,0.045298057,0.169253492,0.31,2.747555048,0.004076782,Healthy,No
649,0.33,-0.1,0.133438134,0.061339074,0.146848226,-0.04498541,0.055886985,0.23,2.247218151,0.003762482,Healthy,No
650,0.38,-0.1,0.135518293,0.065728066,0.150602111,0.152002067,0.388828309,0.28,2.523204998,0.004320179,Healthy,No
651,0.29,-0.1,0.134259635,0.055291654,0.145188553,-0.089395242,-0.02629499,0.19,1.997402642,0.003057167,Healthy,No
652,0.33,0.0,0.130382294,0.063257134,0.144903354,0.089469959,-0.228159203,0.33,2.277380004,0.004001465,Healthy,No
653,0.96,0.0,0.132356495,0.068792038,0.149150329,1.712374996,20.02978948,0.96,6.436459136,0.004732345,Healthy,No
654,0.9,0.0,0.138228745,0.067402226,0.153771414,1.473969181,15.77692147,0.9,5.852843363,0.00454306,Healthy,No
655,0.99,0.0,0.130717172,0.070597556,0.148546153,1.759126716,21.09337299,0.99,6.664595343,0.004984015,Healthy,No
656,0.9,0.0,0.139103726,0.068802416,0.155173619,1.319802728,14.10280103,0.9,5.799954961,0.004733772,Healthy,No
657,0.99,-0.1,0.133185484,0.066325907,0.148771854,2.113662317,27.14561323,0.89,6.654484528,0.004399126,Healthy,No
658,0.91,0.0,0.139879276,0.067204169,0.155171094,1.481480148,16.62126642,0.91,5.864494324,0.0045164,Healthy,No
659,0.42,-0.9,0.133826788,0.072822269,0.152339593,-2.726191605,40.11370327,-0.48,2.756998315,0.005303083,Healthy,No
660,0.33,0.0,0.134474747,0.063839701,0.148845049,0.069390847,-0.246184871,0.33,2.217070727,0.004075507,Healthy,No
661,0.9,0.0,0.137507599,0.065194892,0.152165723,1.579066665,18.02207666,0.9,5.914604035,0.004250374,Healthy,No
662,0.38,-0.1,0.13519598,0.060951846,0.148288053,0.034644022,0.167644299,0.28,2.562580004,0.003715128,Healthy,No
663,0.96,0.0,0.135486815,0.070122564,0.152541352,3.004231493,33.06274609,0.96,6.293375448,0.004917174,Healthy,No
664,0.9,0.0,0.136996967,0.065580412,0.151870375,1.545964056,17.63120874,0.9,5.926106403,0.00430079,Healthy,No
665,0.35,-0.1,0.134457831,0.063209051,0.148560698,0.009408987,0.003194948,0.25,2.355939381,0.003995384,Healthy,No
666,0.96,0.0,0.140070707,0.066843425,0.155188058,1.7508941,21.86325431,0.96,6.186043002,0.004468044,Healthy,No
667,0.99,-0.1,0.136024341,0.069769857,0.152857833,1.815844303,21.81326839,0.89,6.476606254,0.004867833,Healthy,No
668,0.9,-0.9,0.136082996,0.080069253,0.157870764,-2.552663029,47.19504521,0.0,5.70086555,0.006411085,Healthy,No
669,0.91,-0.1,0.141155015,0.071532651,0.158229182,2.425055894,24.15254179,0.81,5.751151502,0.00511692,Healthy,No
670,0.91,-0.2,0.138050505,0.073258255,0.156266736,2.202644495,23.40275879,0.71,5.823376238,0.005366772,Healthy,No
671,0.33,0.0,0.140698381,0.060430892,0.15311509,-0.017506525,-0.07529049,0.33,2.155241525,0.003651893,Healthy,No
672,0.9,0.0,0.133575025,0.058545962,0.145830262,2.151592999,28.52295809,0.9,6.171558556,0.00342763,Healthy,No
673,0.33,0.0,0.137594292,0.061133198,0.150551145,-0.078746454,-0.229279103,0.33,2.19194613,0.003737268,Healthy,No
674,0.38,0.0,0.138131313,0.060380014,0.150739256,0.075469168,0.120894662,0.38,2.520909355,0.003645746,Healthy,No
675,0.9,0.0,0.137206478,0.063371102,0.151120645,1.677883602,20.26785467,0.9,5.955506602,0.004015897,Healthy,No
676,0.99,0.0,0.140433031,0.072989959,0.158251715,2.649955732,28.84415083,0.99,6.255856382,0.005327534,Healthy,No
677,0.9,0.0,0.142162978,0.070286778,0.158573558,2.204275019,21.14281072,0.9,5.675599443,0.004940231,Healthy,No
678,0.93,-1.0,0.13429727,0.077518684,0.155044597,-2.088953157,55.82459754,-0.07,5.998274156,0.006009146,Healthy,No
679,0.91,0.0,0.140692076,0.064412876,0.154722711,1.684208675,19.57696152,0.91,5.881489492,0.004149019,Healthy,No
680,0.84,0.0,0.141808081,0.066976171,0.156814566,1.155006919,11.11378394,0.84,5.356645253,0.004485807,Healthy,No
681,0.84,-0.8,0.137082067,0.073892062,0.155711265,-1.300074129,33.42097658,0.04,5.394600071,0.005460037,Healthy,No
682,0.33,-0.1,0.138500507,0.060541679,0.151142223,-0.155590839,0.046692185,0.23,2.183373997,0.003665295,Healthy,No
683,0.33,-0.2,0.136321138,0.057911099,0.148100438,-0.146559971,0.826827737,0.13,2.228217578,0.003353695,Healthy,No
684,0.94,0.0,0.141764113,0.071026869,0.158545875,2.328076356,23.3453559,0.94,5.928883374,0.005044816,Healthy,No
685,0.36,-0.1,0.13926337,0.063882486,0.153202938,0.068160542,-0.009408776,0.26,2.349824385,0.004080972,Healthy,No
686,0.36,0.0,0.14201417,0.062842914,0.155284446,0.099990091,0.076806802,0.36,2.318326205,0.003949232,Healthy,No
687,0.38,-1.0,0.138247214,0.074389112,0.15697269,-3.641540531,54.27900564,-0.62,2.420803256,0.00553374,Healthy,No
688,0.87,0.0,0.142894737,0.067828685,0.158161246,1.193596198,12.49487649,0.87,5.500715388,0.004600731,Healthy,No
689,0.35,-0.1,0.140111789,0.061974035,0.153193313,-0.055209453,0.069052064,0.25,2.284695029,0.003840781,Healthy,No
690,0.38,-0.1,0.14241206,0.061676862,0.155181852,-0.027130215,-0.010104964,0.28,2.448739955,0.003804035,Healthy,No
691,0.38,0.0,0.141666667,0.061242197,0.154325185,0.120333573,0.28052198,0.38,2.462333033,0.003750607,Healthy,No
692,0.39,-0.1,0.141456016,0.063594293,0.155080461,-0.000717401,0.155712129,0.29,2.514823576,0.004044234,Healthy,No
693,0.29,-0.1,0.133259109,0.0542659,0.143874242,-0.059829143,0.110110357,0.19,2.015649192,0.002944788,Healthy,No
694,1.01,-0.1,0.14293279,0.077659136,0.162648647,3.265522767,33.08894288,0.91,6.20970427,0.006030941,Healthy,No
695,0.94,0.0,0.142472024,0.071548859,0.159412387,2.261799809,22.58150278,0.94,5.896655933,0.005119239,Healthy,No
696,0.93,-0.9,0.136773869,0.072268113,0.15467554,-1.676022634,55.46324982,0.03,6.012586096,0.00522268,Healthy,No
697,0.42,-0.9,0.139119433,0.069646189,0.155563167,-3.238058654,49.08466148,-0.48,2.699867901,0.004850592,Healthy,No
698,0.8,0.0,0.139989919,0.066022195,0.154763412,1.006178211,9.298812491,0.8,5.169180424,0.00435893,Healthy,No
699,0.94,-0.1,0.138558468,0.065251501,0.153140182,1.766541632,22.06487084,0.84,6.138166927,0.004257758,Healthy,No
700,0.36,0.0,0.142689585,0.059883876,0.154734516,0.081685143,0.139862636,0.36,2.326565585,0.003586079,Healthy,No
701,0.8,0.0,0.142292089,0.061785776,0.155114954,1.105742429,12.30293431,0.8,5.157465332,0.003817482,Healthy,No
702,0.94,-0.1,0.142171717,0.065569226,0.156549602,1.648148184,21.32681699,0.84,6.004486694,0.004299323,Healthy,No
703,0.33,0.0,0.139545913,0.058838039,0.151431448,-0.054998963,-0.122423834,0.33,2.179203891,0.003461915,Healthy,No
704,0.54,0.0,0.288074223,0.066940471,0.295741931,-0.59588971,1.490439019,0.54,1.825916257,0.004481027,Roller,Yes
705,0.55,0.0,0.290169312,0.066936386,0.297781746,-0.418677621,1.361065795,0.55,1.846990312,0.00448048,Roller,Yes
706,0.49,0.0,0.284463453,0.065959134,0.291998796,-0.768844285,2.126372398,0.49,1.678089109,0.004350607,Roller,Yes
707,0.51,0.0,0.288598599,0.066192151,0.296084728,-0.524732551,1.406702961,0.51,1.722479925,0.004381401,Roller,Yes
708,0.55,0.0,0.287537538,0.06388666,0.294542451,-0.276428647,1.189044953,0.55,1.867302994,0.004081505,Roller,Yes
709,0.54,-0.1,0.288590957,0.069566416,0.296848678,-0.63075128,3.030976718,0.44,1.819108656,0.004839486,Roller,Yes
710,0.57,0.02,0.282740964,0.065049013,0.290119938,-0.142237019,1.014535875,0.59,1.964704681,0.004231374,Roller,Yes
711,0.57,0.0,0.282640562,0.065599327,0.290145892,-0.255553452,1.048702563,0.57,1.964528935,0.004303272,Roller,Yes
712,0.49,0.01,0.285884567,0.071991601,0.2947987,-0.605202308,0.961268707,0.5,1.662151156,0.005182791,Roller,Yes
713,0.41,0.0,0.22399,0.061878986,0.2323719,-0.51966922,1.780287604,0.41,1.764412993,0.003829009,Roller,Yes
714,0.42,-0.1,0.213973974,0.066106455,0.223943186,-0.575096174,1.27732086,0.32,1.875475684,0.004370063,Roller,Yes
715,0.51,-0.2,0.2197998,0.067183236,0.229828242,-0.430319759,2.108271095,0.31,2.219048428,0.004513587,Roller,Yes
716,0.59,-0.1,0.21528817,0.070342157,0.226477399,0.006916457,1.584349465,0.49,2.605116463,0.004948019,Roller,Yes
717,0.45,-0.2,0.213768898,0.069766766,0.224853924,-0.55796835,2.016044343,0.25,2.001299295,0.004867402,Roller,Yes
718,0.53,0.0,0.21348,0.067232506,0.223806613,-0.228650191,0.94193104,0.53,2.368115906,0.00452021,Roller,Yes
719,0.44,0.0,0.209778947,0.069644995,0.221026076,-0.328416042,0.594771931,0.44,1.990715339,0.004850425,Roller,Yes
720,0.45,0.0,0.21559,0.069576525,0.226528365,-0.190088752,0.75644101,0.45,1.986506196,0.004840893,Roller,Yes
721,0.53,-0.1,0.213966942,0.069923632,0.22509135,-0.236633522,1.265054909,0.43,2.354599591,0.004889314,Roller,Yes
722,1.11,-0.1,0.217287287,0.074068352,0.229552596,1.413534577,21.30969712,1.01,4.835493123,0.005486121,Roller,Yes
723,0.44,0.0,0.215455497,0.065424568,0.225159862,-0.275562082,0.737861985,0.44,1.954167126,0.004280374,Roller,Yes
724,0.97,0.0,0.217860798,0.071625085,0.229321236,0.938454442,12.71619246,0.97,4.229874289,0.005130153,Roller,Yes
725,0.35,-0.1,0.167885196,0.060591497,0.178474288,-0.406549951,1.179698065,0.25,1.961066795,0.00367133,Roller,Yes
726,0.39,0.0,0.165055276,0.061610446,0.176168318,-0.17006551,0.340553476,0.39,2.213791922,0.003795847,Roller,Yes
727,1.16,0.0,0.16469697,0.070848241,0.179274914,2.576900289,38.35762827,1.16,6.470509293,0.005019473,Roller,Yes
728,0.38,-0.2,0.162903226,0.063614939,0.174872073,-0.565898631,1.506099012,0.18,2.173017071,0.00404686,Roller,Yes
729,1.1,0.0,0.167030303,0.07228377,0.18198568,2.155098797,27.44972909,1.1,6.044431614,0.005224943,Roller,Yes
730,1.16,-0.1,0.167553084,0.072658305,0.182614148,2.465135472,34.56395652,1.06,6.352191274,0.005279229,Roller,Yes
731,0.9,0.0,0.16814329,0.067636757,0.181224393,1.128713823,13.67147221,0.9,4.966218876,0.004574731,Roller,Yes
732,1.0,-0.1,0.162408907,0.074435851,0.178638576,2.160232438,25.54324236,0.9,5.597895043,0.005540696,Roller,Yes
733,0.41,-0.1,0.164232698,0.065815383,0.17691721,-0.110399797,0.787067024,0.31,2.317468157,0.004331665,Roller,Yes
734,0.39,0.0,0.162393509,0.062489401,0.173990277,-0.210549908,0.538509675,0.39,2.241504559,0.003904925,Roller,Yes
735,1.1,0.0,0.164672709,0.069510955,0.178728867,2.36509813,32.18534011,1.1,6.154573773,0.004831773,Roller,Yes
736,0.38,-0.1,0.161363636,0.064415071,0.173733512,-0.213893372,0.323884959,0.28,2.187257914,0.004149301,Roller,Yes
737,0.42,-0.1,0.161671733,0.064048201,0.173884344,-0.140446654,0.640890267,0.32,2.4153986,0.004102172,Roller,Yes
738,0.39,-0.1,0.160637007,0.065422163,0.173435809,-0.182155327,0.429356669,0.29,2.248670575,0.004280059,Roller,Yes
739,0.96,-0.1,0.16445905,0.073347073,0.180058692,1.132214855,13.77241356,0.86,5.331594887,0.005379793,Roller,Yes
740,0.36,-0.1,0.163547739,0.062841634,0.175194078,-0.250950697,0.657276095,0.26,2.054863983,0.003949071,Roller,Yes
741,0.45,-0.3,0.162693089,0.07138339,0.177649799,-0.591228964,3.222220377,0.15,2.533073505,0.005095588,Roller,Yes
742,0.8,-0.1,0.163840726,0.071627095,0.178798916,0.5996975,6.226915916,0.7,4.474300053,0.005130441,Roller,Yes
743,1.1,-0.1,0.161805274,0.073386444,0.177654313,1.845158549,26.81717083,1.0,6.191800155,0.00538557,Roller,Yes
744,0.36,-0.1,0.160684105,0.066559341,0.173911099,-0.416101664,0.583136086,0.26,2.070023142,0.004430146,Roller,Yes
745,0.5,-0.1,0.15983871,0.063412654,0.171946283,-0.0160891,1.195081296,0.4,2.907884902,0.004021165,Roller,Yes
746,0.51,-0.1,0.161086519,0.067563156,0.174668413,-0.00539627,1.373028012,0.41,2.919818144,0.00456478,Roller,Yes
747,0.51,0.0,0.162158635,0.069625408,0.176460344,0.125687516,0.740219852,0.51,2.890167776,0.004847697,Roller,Yes
748,1.1,-0.2,0.162880161,0.076446816,0.179911582,2.892732497,37.07916006,0.9,6.114114441,0.005844116,Roller,Yes
749,1.0,-0.1,0.161281534,0.073014959,0.177024117,1.215108427,17.29519817,0.9,5.648947835,0.005331184,Roller,Yes
750,0.38,-0.1,0.156646526,0.066216386,0.170053898,-0.244582875,0.432254231,0.28,2.234585646,0.00438461,Roller,Yes
751,0.6,0.0,0.162600402,0.066150164,0.175528748,0.171302339,1.854236574,0.6,3.41824349,0.004375844,Roller,Yes
752,1.07,-0.1,0.158360161,0.073777564,0.17468713,1.648498997,22.96354246,0.97,6.12523657,0.005443129,Roller,Yes
753,1.13,-0.1,0.16291498,0.076353076,0.179903258,1.948931238,25.49169394,1.03,6.281153624,0.005829792,Roller,Yes
754,1.1,-0.2,0.16224572,0.072254116,0.177592437,1.940833414,28.41126406,0.9,6.193957476,0.005220657,Roller,Yes
755,0.45,-0.1,0.158191919,0.067756654,0.1720785,-0.248646412,0.627499276,0.35,2.61508556,0.004590964,Roller,Yes
756,0.39,-0.1,0.161422805,0.068883549,0.1754921,-0.040729948,0.564055383,0.29,2.222322254,0.004744943,Roller,Yes
757,0.39,-0.1,0.158398792,0.068619407,0.172609555,-0.289643004,0.402643485,0.29,2.259434598,0.004708623,Roller,Yes
758,0.81,-0.1,0.159293643,0.069935797,0.173955583,0.59078991,7.249334857,0.71,4.65636104,0.004891016,Roller,Yes
759,0.36,-0.19,0.156204453,0.041060742,0.161505756,-0.807181839,9.670237928,0.17,2.229022719,0.001685984,Roller,Yes
760,0.51,-0.2,0.15358224,0.07889504,0.172643132,0.232209222,1.105226591,0.31,2.954070605,0.006224427,Roller,Yes
761,1.13,-0.1,0.150837538,0.084107944,0.172681704,1.612978163,18.17914458,1.03,6.543831667,0.007074146,Roller,Yes
762,1.0,-0.1,0.14942366,0.085048042,0.171910692,1.442888394,11.40382288,0.9,5.816973838,0.00723317,Roller,Yes
763,1.02,-0.1,0.14684739,0.079799377,0.167109853,1.504353476,14.13152695,0.92,6.103769374,0.006367941,Roller,Yes
764,0.45,-0.2,0.144767677,0.078963819,0.164883797,0.11441913,0.703010567,0.25,2.729194784,0.006235285,Roller,Yes
765,0.56,-0.2,0.145663627,0.07856368,0.165480786,-0.010940202,1.16138775,0.36,3.384078678,0.006172252,Roller,Yes
766,0.5,0.0,0.145156093,0.077393272,0.164480935,0.384364905,0.473520227,0.5,3.039865996,0.005989719,Roller,Yes
767,0.56,-0.2,0.146499498,0.080978474,0.167370963,0.322508889,1.547463004,0.36,3.345861142,0.006557513,Roller,Yes
768,0.51,-0.1,0.143222222,0.081300234,0.164668323,0.345043452,0.746128105,0.41,3.097134841,0.006609728,Roller,Yes
769,2.0,-0.2,0.148654618,0.109227517,0.184436622,5.788816009,89.04472314,1.8,10.8438334,0.01193065,Roller,Yes
770,0.48,-0.3,0.141354904,0.086020808,0.165448803,0.034857422,1.185582231,0.18,2.901199596,0.007399579,Roller,Yes
771,1.14,-0.2,0.144304435,0.096099091,0.173347904,1.507376728,12.7456439,0.94,6.576370241,0.009235035,Roller,Yes
772,0.63,-0.1,0.150060729,0.088841447,0.174364665,0.572910567,1.642081826,0.53,3.613117369,0.007892803,Roller,Yes
773,0.65,-0.2,0.14554095,0.087988288,0.170047873,0.407205318,2.246670519,0.45,3.822452989,0.007741939,Roller,Yes
774,0.63,-0.3,0.1472334,0.093354687,0.17431008,0.205636784,2.184124905,0.33,3.614248812,0.008715098,Roller,Yes
775,0.74,-0.1,0.14210101,0.09252677,0.169544249,0.589522611,2.633622831,0.64,4.364642283,0.008561203,Roller,Yes
776,0.59,-0.2,0.143417339,0.088560157,0.168533463,0.307950374,1.557964129,0.39,3.500788441,0.007842901,Roller,Yes
777,0.65,-0.1,0.144510595,0.093924199,0.172325754,0.709816261,2.1783315,0.55,3.771926047,0.008821755,Roller,Yes
778,1.1,-0.2,0.142360689,0.096554221,0.1719879,1.254989574,10.56059734,0.9,6.395798758,0.009322718,Roller,Yes
779,1.1,-0.4,0.142300706,0.098891607,0.173260418,0.967185225,9.782278469,0.7,6.348824566,0.00977955,Roller,Yes
780,1.1,-0.3,0.139122099,0.100041084,0.171327399,1.364584613,14.16809929,0.8,6.420455838,0.010008218,Roller,Yes
781,0.62,-0.1,0.138731118,0.093159166,0.167081458,0.472927128,1.585170367,0.52,3.710764849,0.00867863,Roller,Yes
782,0.66,-0.2,0.144175935,0.098752612,0.174725265,0.541673628,1.656935036,0.46,3.777358709,0.009752078,Roller,Yes
783,0.6,-0.2,0.138927126,0.092332505,0.166785518,0.26953839,1.480832862,0.4,3.597434648,0.008525292,Roller,Yes
784,1.1,-0.2,0.139606855,0.095697275,0.169230052,1.13569372,10.47864346,0.9,6.50002755,0.009157968,Roller,Yes
785,0.54,-0.2,0.145769231,0.096968829,0.175048865,0.281520765,0.525959347,0.34,3.0848529,0.009402954,Roller,Yes
786,0.9,-0.3,0.137494949,0.097347986,0.16843966,0.510856921,4.503398611,0.6,5.343159669,0.00947663,Roller,Yes
787,0.66,-0.2,0.143249243,0.094617451,0.17165015,0.493210537,2.344592234,0.46,3.84503014,0.008952462,Roller,Yes
788,0.71,-0.2,0.145243408,0.102896092,0.177967736,0.883737655,2.912223567,0.51,3.989487163,0.010587606,Roller,Yes
789,0.9,-0.23,0.141544634,0.100518841,0.173576457,0.75761318,4.085909977,0.67,5.185034978,0.010104037,Roller,Yes
790,0.8,-0.3,0.140060729,0.100742916,0.1724989,0.448432161,3.553408768,0.5,4.637710738,0.010149135,Roller,Yes
791,1.19,-0.2,0.138660624,0.108376577,0.175955741,1.478895744,10.28676248,0.99,6.763064336,0.011745482,Roller,Yes
792,0.63,-0.2,0.144647177,0.094623778,0.172821988,0.329307806,2.002748822,0.43,3.645369478,0.008953659,Roller,Yes
793,0.7,-0.2,0.141169355,0.099347231,0.17259406,0.770607353,2.438567586,0.5,4.0557595,0.009869872,Roller,Yes
794,0.73,-0.2,0.146419258,0.096288122,0.175216158,0.627768458,3.539165883,0.53,4.166282421,0.009271402,Roller,Yes
795,0.63,-0.2,0.150964824,0.094318874,0.177981705,0.518531243,1.639137687,0.43,3.539689648,0.00889605,Roller,Yes
796,0.56,-0.3,0.145156724,0.093395792,0.172581658,0.221073464,1.385578387,0.26,3.244840768,0.008722774,Roller,Yes
797,0.62,-0.2,0.144949393,0.091344219,0.171305714,0.327348088,1.547781886,0.42,3.619260468,0.008343766,Roller,Yes
798,1.07,-0.1,0.142694248,0.100826415,0.174692176,1.378964095,8.730492407,0.97,6.125059674,0.010165966,Roller,Yes
799,0.7,-0.2,0.147979695,0.099114369,0.178077722,0.472911491,2.634543748,0.5,3.93086789,0.009823658,Roller,Yes
800,0.54,-0.2,0.146981707,0.096774721,0.17595298,0.600253379,1.332219925,0.34,3.069001727,0.009365347,Roller,Yes
801,0.76,-0.2,0.144291498,0.101880018,0.176604272,0.659349525,3.431615206,0.56,4.303406663,0.010379538,Roller,Yes
802,1.1,-0.2,0.143045226,0.099738456,0.174355093,1.390672762,10.094446,0.9,6.308963968,0.00994776,Roller,Yes
803,0.59,-0.2,0.139,0.098542,0.170357616,0.260733055,1.554552256,0.39,3.46330276,0.009710526,Roller,Yes
804,0.9,-0.2,0.145010142,0.103730664,0.178261266,0.682876275,3.779275879,0.7,5.048769248,0.010760051,Roller,Yes
805,0.63,-0.2,0.141311806,0.093521967,0.169430101,0.429458446,1.80058084,0.43,3.71834755,0.008746358,Roller,Yes
806,0.6,-0.3,0.143235592,0.096686218,0.172786595,0.393081342,1.665500305,0.3,3.472491609,0.009348225,Roller,Yes
807,1.04,-0.3,0.145619335,0.104288314,0.17908124,0.95811488,6.72969923,0.74,5.80742013,0.010876053,Roller,Yes
808,0.7,-0.2,0.143850806,0.100760428,0.175600353,0.462930416,1.809388256,0.5,3.986324567,0.010152664,Roller,Yes
809,1.14,-0.2,0.141146881,0.103067223,0.174741545,1.538080387,10.43980771,0.94,6.523920789,0.010622853,Roller,Yes
810,1.0,-0.2,0.142689585,0.107255256,0.17847234,0.975529016,5.311822634,0.8,5.603109144,0.01150369,Roller,Yes
811,0.65,-0.1,0.141907164,0.097887255,0.172365568,0.467290788,0.846254933,0.55,3.771054787,0.009581915,Roller,Yes
812,0.57,-0.2,0.142160804,0.097859662,0.172558926,0.551482954,1.211068513,0.37,3.303219448,0.009576513,Roller,Yes
814,0.62,-0.2,0.142773279,0.098071584,0.173183458,0.224408635,1.746182953,0.42,3.580018595,0.009618036,Roller,Yes
815,0.65,-0.2,0.13779798,0.101228049,0.170953358,0.565342431,2.16345734,0.45,3.802206688,0.010247118,Roller,Yes
816,1.2,-0.4,0.14224924,0.1126484,0.181415687,1.49007911,11.72560757,0.8,6.614642979,0.012689662,Roller,Yes
817,0.63,-0.2,0.137270896,0.105348424,0.173004083,0.849797406,1.980821608,0.43,3.641532543,0.01109829,Roller,Yes
818,0.73,-0.2,0.141852227,0.104046354,0.175888433,0.572960192,2.064333166,0.53,4.150358197,0.010825644,Roller,Yes
819,0.68,-0.5,0.140362903,0.106718172,0.176292462,0.274459626,2.390774886,0.18,3.857226742,0.011388768,Roller,Yes
820,0.53,-0.2,0.164034378,0.094338754,0.189203802,0.422914086,0.986784622,0.33,2.801212201,0.0088998,Roller,Yes
821,0.54,-0.1,0.166179435,0.084336432,0.186335902,0.374001268,1.244847969,0.44,2.897992243,0.007112634,Roller,Yes
822,0.53,-0.5,0.159366197,0.085778825,0.180964607,0.031540817,4.545492213,0.03,2.928749481,0.007358007,Roller,Yes
823,1.14,-0.2,0.159939455,0.085264866,0.181227455,1.623736464,17.69365046,0.94,6.290437609,0.007270097,Roller,Yes
824,1.0,-0.2,0.157545455,0.08294586,0.178027066,1.081906677,11.61942349,0.8,5.617123398,0.006880016,Roller,Yes
825,0.53,-0.4,0.15395749,0.084224974,0.175469584,0.12612231,2.720165908,0.13,3.020466499,0.007093846,Roller,Yes
826,1.1,-0.3,0.164304435,0.084892762,0.184920155,1.464337979,16.0276876,0.8,5.948513293,0.007206781,Roller,Yes
827,0.48,-0.1,0.164480323,0.078008724,0.182024715,0.229168278,1.358844292,0.38,2.637004537,0.006085361,Roller,Yes
829,0.48,-0.2,0.162913306,0.080519758,0.18170757,0.101121885,1.439830966,0.28,2.641607056,0.006483431,Roller,Yes
830,0.54,-0.1,0.158308157,0.081529962,0.178050311,0.356387023,1.206029618,0.44,3.032850635,0.006647135,Roller,Yes
831,0.48,-0.2,0.167300303,0.081742732,0.186184075,0.138563539,1.446196264,0.28,2.578093756,0.006681874,Roller,Yes
832,0.56,-0.2,0.160734406,0.080873653,0.179915305,0.149504705,2.051331765,0.36,3.112575658,0.006540548,Roller,Yes
833,0.6,-0.1,0.166974874,0.087693416,0.188581587,0.467886103,1.536200643,0.5,3.18164678,0.007690135,Roller,Yes
834,0.47,-0.2,0.162020202,0.082059928,0.18159729,-0.002698723,0.869177333,0.27,2.588144349,0.006733832,Roller,Yes
835,1.1,-0.2,0.163161094,0.084449881,0.183701114,1.47828264,15.26303454,0.9,5.987987639,0.007131782,Roller,Yes
836,1.22,-0.1,0.163846928,0.08403931,0.184123082,2.129539188,24.89949974,1.12,6.626002507,0.007062606,Roller,Yes
837,1.17,-0.2,0.165612969,0.094720172,0.190762879,1.556996899,13.53454208,0.97,6.133268711,0.008971911,Roller,Yes
838,0.57,-0.2,0.161745711,0.083830516,0.182159653,0.242521937,1.688448389,0.37,3.129123217,0.007027555,Roller,Yes
839,0.51,-0.1,0.166373737,0.08256922,0.185717555,0.428551992,1.341059539,0.41,2.746105509,0.006817676,Roller,Yes
840,1.2,-0.2,0.162994924,0.089184796,0.185777281,1.589617607,18.7289906,1.0,6.459347432,0.007953928,Roller,Yes
841,0.47,-0.1,0.162724521,0.075069286,0.17918979,0.171977057,1.150024892,0.37,2.6229173,0.005635398,Roller,Yes
842,0.51,0.0,0.163457661,0.075915138,0.180210171,0.365670034,0.968894992,0.51,2.830028948,0.005763108,Roller,Yes
843,1.26,-0.1,0.160324215,0.087166904,0.182467052,3.332310892,38.69851924,1.16,6.905356276,0.007598069,Roller,Yes
844,0.51,-0.1,0.163078471,0.077765754,0.180654411,0.548249057,1.628777892,0.41,2.823069739,0.006047512,Roller,Yes
845,1.11,-0.1,0.161526795,0.09383957,0.18678294,2.385172199,20.65747907,1.01,5.942726901,0.008805865,Roller,Yes
846,0.57,-0.2,0.162713568,0.079022406,0.180870036,0.316991697,1.688763908,0.37,3.151434108,0.006244541,Roller,Yes
847,1.19,-0.2,0.164672048,0.094839942,0.190006373,3.102098288,31.24218127,0.99,6.262947821,0.008994615,Roller,Yes
848,0.53,-0.1,0.160152439,0.07655394,0.177491841,0.219623577,1.046976301,0.43,2.986052749,0.005860506,Roller,Yes
849,1.08,-0.1,0.161346154,0.084975171,0.182335001,1.684514171,14.1006506,0.98,5.923163372,0.00722078,Roller,Yes
851,0.48,-0.1,0.16120603,0.087148851,0.183233931,0.334896663,0.548139493,0.38,2.619602156,0.007594922,Roller,Yes
852,0.65,-0.2,0.162484848,0.085930859,0.183787866,0.441182516,2.573708846,0.45,3.536686143,0.007384113,Roller,Yes
853,1.16,-0.1,0.168494949,0.090752708,0.191359042,1.623385708,14.26256074,1.06,6.061903268,0.008236054,Roller,Yes
854,0.9,-0.1,0.161148036,0.087729487,0.183459537,0.907446648,6.529983599,0.8,4.905713889,0.007696463,Roller,Yes
855,0.5,-0.2,0.163546099,0.086353845,0.184923654,0.151333805,0.597213078,0.3,2.703818516,0.007456986,Roller,Yes
856,1.0,-0.2,0.159402834,0.087083486,0.181618065,1.111591489,9.184015826,0.8,5.50606021,0.007583534,Roller,Yes
857,1.1,-0.1,0.163010101,0.087338063,0.18491221,1.49474393,13.40020474,1.0,5.948768891,0.007627937,Roller,Yes
858,0.53,-0.1,0.165945122,0.079879876,0.184152365,0.426558748,1.140796256,0.43,2.878051554,0.006380795,Roller,Yes
859,1.25,-0.2,0.166992936,0.092218663,0.190741556,2.819001552,29.19337304,1.05,6.553370058,0.008504282,Roller,Yes
