X
0.32
0.29
0.09
0.12
0.0
0.38
0.14
0.27
0.17
0.35
0.2
0.29
0.21
0.11
0.11
0.24
0.21
0.26
0.24
0.27
0.21
0.18
0.18
0.24
0.18
0.26
0.17
0.21
0.21
0.18
0.15
0.2
0.23
0.26
0.2
0.18
0.33
0.17
0.07
0.24
0.27
0.2
0.2
0.2
0.23
0.21
0.23
0.21
0.11
0.21
0.2
0.26
0.3
0.21
0.26
0.23
0.2
0.18
0.2
0.27
0.32
0.14
0.15
0.33
0.27
0.26
0.07
0.17
0.23
0.23
0.3
0.24
0.17
0.24
0.2
0.17
0.26
0.21
0.23
0.2
0.2
0.2
0.26
0.17
0.27
0.03
0.29
0.18
0.17
0.18
0.29
0.3
0.24
0.2
0.11
0.21
0.29
0.21
0.38
0.24
0.23
0.3
0.24
0.23
0.14
0.26
0.27
0.2
0.23
0.26
0.2
0.24
0.17
0.24
0.07
0.18
0.32
0.21
0.29
0.14
0.09
0.15
0.26
0.23
0.27
0.15
0.24
0.03
0.15
0.27
0.2
0.21
0.27
0.3
0.24
0.17
0.14
0.2
0.12
0.2
0.36
0.11
0.27
0.14
0.26
0.23
0.24
0.26
0.27
0.06
0.26
0.26
0.23
0.18
0.36
0.17
0.21
0.14
0.12
0.15
0.21
0.24
0.26
0.18
0.24
0.18
0.27
0.17
0.14
0.21
0.21
0.2
0.09
0.29
0.26
0.18
0.2
0.17
0.35
0.29
0.26
0.2
0.23
0.2
0.21
0.2
0.11
0.26
0.24
0.26
0.18
0.39
0.27
0.2
0.12
0.23
0.15
0.32
0.21
0.27
0.23
0.18
0.15
0.27
0.21
0.26
0.24
0.26
0.32
0.3
0.17
0.17
0.18
0.29
0.18
0.29
0.26
0.24
0.23
0.15
0.24
0.15
0.2
0.23
0.21
0.29
0.29
0.12
0.26
0.24
0.07
0.09
0.21
0.12
0.17
0.17
0.21
0.23
0.18
0.21
0.18
0.12
0.24
0.3
0.03
0.27
0.21
0.32
0.3
0.23
0.14
0.23
0.15
0.24
0.2
0.21
0.35
0.18
0.24
0.24
0.18
0.24
0.15
0.07
0.26
0.12
0.26
0.3
0.21
0.11
0.14
0.17
0.3
0.21
0.26
0.12
0.17
0.14
0.0
0.17
0.15
0.23
0.12
0.17
0.24
0.15
0.24
0.2
0.26
0.18
0.27
0.11
0.18
0.17
0.26
0.26
0.2
0.12
0.18
0.17
0.27
0.24
0.03
0.11
0.26
0.24
0.12
0.18
0.24
0.24
0.21
0.23
0.32
0.17
0.17
0.01
0.18
0.26
0.29
0.33
0.24
0.12
0.14
0.21
0.15
0.21
0.3
0.26
0.24
0.23
0.2
0.2
0.18
0.33
0.21
0.26
0.0
0.27
0.2
0.12
0.07
0.3
0.24
0.09
0.24
0.26
0.09
0.17
0.23
0.29
0.07
0.17
0.3
0.24
0.07
0.27
0.3
0.2
0.2
0.0
0.24
0.2
0.23
0.23
0.33
0.2
0.18
0.36
0.24
0.23
0.24
0.24
0.2
0.24
0.14
0.23
0.24
0.07
0.29
0.24
0.23
0.24
0.3
0.17
0.23
0.26
0.27
0.27
0.23
0.32
0.17
0.14
0.29
0.26
0.17
0.24
0.17
0.21
0.14
0.11
0.3
0.23
0.21
0.24
0.18
0.15
0.15
0.23
0.26
0.18
0.2
0.21
0.27
0.32
0.17
0.27
0.23
0.27
0.24
0.15
0.17
0.27
0.17
0.15
