X
0.12
0.29
0.06
0.14
0.36
0.06
0.33
0.29
0.14
0.17
0.27
0.04
0.17
0.11
0.24
0.14
0.14
0.15
0.17
0.38
0.11
0.23
0
0.17
0.23
0.29
0.2
0.12
0.09
0.18
0.11
0.27
0.24
0.2
0.2
0.35
0.21
0.26
0.18
0.29
0.21
0.24
0.24
0.11
0.26
0.09
0.24
0.2
0.29
0.23
0.15
0.18
0.12
0.12
0.17
0.12
0.3
0.12
0.17
0.27
0.11
0.14
0.15
0.24
0.11
0.33
0.15
0.2
0.09
0.2
-0.1
0.21
0.17
0.2
0.26
0.21
0.11
0.23
0.12
0.14
0.14
0.07
0.03
0.2
0.24
0.2
0.17
0.26
0.24
0.06
0.07
0.11
0.24
0.09
0.11
-0.1
0.15
0
0.17
0.2
0.23
0.11
0.03
0.09
0.11
0.12
0.17
0
0.11
0.06
0.01
0.15
0.11
0
0
0.15
0.27
0.24
0.24
0.14
0.17
0.03
0.07
0.18
0.17
0.07
0.14
0.17
0.11
0.14
0.03
0.15
0.14
0.04
0.01
0.3
0.2
0.2
0.2
0.15
0.21
0.15
0.2
0.15
0.17
0.11
0.14
0.09
0.27
0.02
0
0.26
0.23
0.17
0.18
0.15
0.04
0.09
0.18
0.2
0.27
0.23
0.2
0.14
0.07
0.12
0.27
0.17
0.24
0.24
0.2
0.24
0.18
0.2
0.12
0.14
0.04
0.11
0.23
0.26
0.15
0.12
0.23
0.15
0.18
0.18
0.21
0.17
0.18
0.23
0.23
0.09
0.24
0
0.15
0.2
0.03
0.23
0.21
0.21
0.24
0.14
0.11
0.11
0.18
0.07
0.21
0.18
0.21
0.01
0.18
0.27
0.21
0.14
0.17
0.17
0.23
0.11
0.3
0.32
0.15
0.24
0.12
0
0.14
0.2
0.17
0.01
0.2
0.12
0.11
0.2
0.07
0.21
0.23
0.26
0.24
0.18
0.17
0.15
0.12
0.21
0.15
0.14
0.21
0.23
0.21
0.26
0.15
0.21
0.2
0.11
0.2
0.18
0.11
0.3
0.17
0.17
0.11
0.11
0.07
0.18
0.18
0.15
0.26
0.15
0.15
0.15
0.18
0
0.23
0.11
0.2
0.18
0.23
0.11
0.14
0.14
0.35
0.21
0.2
0.27
0.06
0.23
0.11
0.14
0.24
0.23
0.24
0
0.18
0.2
0.07
0.11
0.21
0.21
0.14
0.14
0.09
0.3
0.11
0.21
0.36
0.23
0.23
0.2
0.11
0.18
0.17
0.17
0.45
0.09
0.3
0.03
0.26
0.2
0.29
0.14
0.29
0.15
0.18
0.27
0.18
0.23
0.15
0.27
0.24
0.21
0.23
0.14
0.11
0.06
0.15
0.17
0.23
0.24
0.11
0.3
0.26
0.29
0.12
0.23
0.21
0.14
0.12
0.21
0.15
0.18
0.2
0.26
0.12
0.26
0.27
0.18
0.21
0.12
0.18
0.09
0.12
0.12
0.18
0.17
0.21
0.17
0.3
0.17
0.23
0.27
0.24
0.2
0.09
0.15
0.15
0.24
0.14
0.21
0.14
0.27
0.06
0.23
0.06
0.2
0.12
0.18
0.2
0.12
0.24
0.17
0.15
0.11
0.15
0.21
0.17
0.27
0.07
0.14
0.15
0.17
0.23
0.14
0.14
0.18
0.17
0.04
0.06
0.24
0.21
0.29
0.09
0.26
0.11
0.11
0
0.12
0.06
0.17
0.12
0.2
0.17
0.15
0.15
0.21
0.17
0
0.14
0.01
0.3
0.2
0
0.26
0.23
0.15
0.12
0.14
0.17
0.23
0.14
0.33
0.18
0.15
0.14
0.14
0.12
0.29
0.18
0.17
0.32
0.32
0.29
0.14
0.17
0.06
0.09
0.07
0.48
0.15
0.23
0.18
0.24
0.35
0.38
0.11
0.18
0.23
0
0.06
0.11
0.04
0.21
0.21
0.26
0.14
0
0.15
0.11
0.2
0.24
0.2
0.23
0.21
0.18
0.14
0.17
0.18
0.17
0.2
0.24
0.26
0.26
0.15
0.15
0.17
0.15
0.11
0
0.17
0.11
0.29
0.17
0.21
0.06
0.2
0.09
0.07
0.12
0.18
0.15
0.07
0.21
0.14
0.15
0.12
0.15
0.24
0.2
0.32
0.23
0.24
0.15
0.15
0.14
0.2
0.2
0.15
0.21
0.15
0.14
0.14
0.23
0.07
0.23
0.21
0.26
0.14
0.15
0.17
0.18
0.11
0.2
0.29
0.26
0.11
0.15
0.15
0.39
0.18
0.23
0.41
0.12
0.26
0.17
0.26
0.12
0.15
0.23
0.12
0.3
0.17
0.11
0.12
0.18
0.26
0.14
0.09
0.01
0.03
0.17
0.15
0.27
0.21
0
0.18
0.11
0.21
0.24
0.42
0.07
0.26
0.12
0.2
0.39
0.14
0
0.06
0.17
0.15
0.09
0.23
0.21
0
0.29
0.2
0.24
0.15
0.21
0.17
0.2
0.12
0.24
0.14
0
0.21
0.18
0.03
0.21
0.14
0.21
0.17
0
0.14
0.18
0.23
0.14
0.2
0.14
0.29
0.23
0.14
0.14
0.23
0.17
0.27
0.2
0
0.04
0.15
0.12
0.12
0.15
0.21
0.2
0.17
0.09
0.04
0.14
0.21
0.09
0.29
0.14
0.21
0.03
0.23
0.14
0.26
0.23
0.21
0.23
0.18
0.18
0.12
0.18
0.39
0.27
0.29
0.26
0.2
0.2
0.32
0.23
0.12
0.17
0.15
0.21
0.09
0.09
0.32
0.2
0.03
0.21
0.09
0.2
0.15
0.15
0.32
0.15
0.27
0.14
0.18
0.12
0.01
0.21
0.23
0.11
0.14
0.45
0.21
0.29
0.35
0.29
0.23
0.2
0.29
0.21
0.21
0.15
0.09
0.18
0.09
0.14
0.09
0.12
0.03
0.18
0.23
0.07
0.2
0.12
0
0.17
0.15
0.26
0.2
0.12
0.2
0.23
0.15
0.23
0.14
0.32
0.18
0.15
0.2
0.18
0.17
0.15
0.09
0.24
0.2
0.06
0.18
0.18
0.15
0.21
0.17
0.21
0.18
0.11
0.15
0.26
0.09
0.18
0.15
0.17
0.27
0.09
0.2
0.18
0.12
0.14
0.11
0.12
0.15
0.12
0.17
0.23
0.09
0.18
0.17
0.14
0.12
0.09
0.27
0.18
0.23
0.07
0.11
0.15
0.29
0.09
0.07
0.17
0.26
0
0.18
0.14
0.24
0.09
0.14
0.2
0.21
0
0.12
0.26
0.23
0.17
0.18
0.15
0.03
0.23
0.17
0
0.01
0.11
0
0.06
0.12
0.24
0.2
0.11
0.26
0.12
0.14
0.11
0.07
0.12
0.04
0.12
0.07
0.44
0.17
0.17
0.26
0.06
0.17
0.21
0.27
0.26
0.21
0.21
0.14
0.12
0.18
0.14
0.11
0.12
0.12
0.47
0.09
0.14
0.27
0.21
0.17
0.12
0.09
0.24
0.18
0.26
0.27
0.17
0.09
0.12
0.2
0.2
0.2
0.21
0.21
0.15
0.07
0.15
0.18
0.26
0.11
0.23
0.29
0.18
0.15
0.21
0.11
0.15
0
0.18
0.14
0.26
0.15
0.15
0.24
0.2
0.01
0.11
0.33
0.17
0.23
0.33
0.09
0.2
0.18
0.18
0.12
-0.1
0.21
0.18
0.2
0.15
0.2
0.17
0.23
0.23
0.18
0.06
0.12
0.14
0.17
0.18
0.07
0.07
0.06
0.2
0.14
0.07
0.21
0.15
0.3
0.17
0.15
0.2
0.17
0.07
0
0.14
0.12
0.27
0.23
0.14
0.17
0.09
0.2
0.15
0.11
0.33
0.11
0.21
0.3
0.2
0.2
0.14
0.01
0.2
0.2
0.11
0.23
0.24
0.14
0.33
0.07
0.26
0.09
0.18
0.11
0.2
0.21
0.17
0.2
0.15
0.24
0.11
0.24
0.17
0.2
0.11
0.2
0.12
0.2
0.24
0.21
0.27
0.21
0.26
0.15
0.15
0.07
0.21
0.17
0.3
0.06
0.21
0.2
0.18
0.23
0.21
0.14
0.2
0.12
0.29
0.18
0.21
0.26
0.15
0.21
0.11
0.2
0.15
0.17
0.07
0.21
0.17
0.12
0.12
0.12
