X
0.07
0.12
0.11
0.23
-0.1
0.18
0
0.21
0.12
0.12
0.14
0.26
0.15
0.26
0.07
0.21
0.15
0.07
0.12
0.15
0.11
0.17
0.07
0.04
0.11
0.06
0.07
0.15
0.23
0.2
0.23
0.24
0.12
0.14
0.23
0.21
0.24
0.14
0.03
0.21
0
0.12
0.18
0.15
0.07
0.17
0.06
0.14
0.01
0.09
0.04
0.14
0.15
0.04
0.01
0.12
0
0.15
0.2
0.09
0
0.14
0.12
0.23
0.15
0.26
0.15
0.14
0.03
0.11
0.14
0.21
0.15
0.03
0.11
0.09
0.17
0.2
0.29
0.17
0
0.06
0.14
0.29
0.2
0.06
0.11
0.06
0
0.23
0.04
0.01
0.26
0.17
0.17
0.15
0.09
1.1
0.04
0
0.17
0.12
0.2
0.01
0.21
0.06
0.11
0.03
0.2
0.11
0.35
0.14
-0.9
0.14
0.18
0.11
0.12
0.21
0.11
0.11
0.07
0.15
0.15
0.18
0.2
0
0.12
0.09
0.06
0.12
0.15
0.14
0.11
0.11
0.09
0.26
0.12
0.15
0.2
0.12
0.09
0.23
0.03
0.07
0.32
0.14
0.14
0.23
0.09
0.06
0.15
0.17
0.14
0.07
0.09
0.12
0.15
0
0.17
0.17
0.11
0.15
0.12
0.18
0.41
0.11
0.21
0.15
0
0.01
-0.1
0.04
0.11
0.15
0.2
0.15
0
0.12
0.06
0.23
0.11
0.07
0.14
0
0.18
0.04
0.12
0.12
0.07
0
0.12
0.15
0.2
0.03
0.26
0.11
0.09
0.06
0.14
0.04
0.11
0.21
0.12
0.17
0.12
0.18
0.06
0.2
0.14
0.15
0.01
0.17
0.12
0
-0.1
0.17
0.2
0.04
0.07
0.17
0.12
0.23
0.06
0.11
0.15
0.21
0.14
0.15
0.04
0.14
0.11
0.03
0.14
-0.1
0.17
0.17
0.15
0.11
0.12
0.03
-0.2
0.12
0.09
0.07
0.01
0.07
0.04
0.23
0.09
0.04
0.14
0.01
0.2
0.2
0
0.09
0.07
0.17
0.14
0.11
0.12
0
0.03
0.14
0.11
0.01
0.15
0.12
0
0.07
0.23
0.14
0.09
0.11
0.03
0.12
0.2
0.01
0.11
0.21
0
0.01
0.03
0.11
0.14
0.07
0.14
0.14
0
0.01
0.17
0.11
0.27
0.12
0.01
0.23
0.09
0.09
0.04
0.2
0.03
0.14
0.29
0.11
0.04
0.18
0.21
0.06
0
0.09
0.26
0.04
0.04
0.15
0.2
0.06
0.06
0.11
0.01
0.2
0.09
0.11
0.09
0.06
0.21
0.15
0.17
0.09
0.09
0.12
0.09
0.15
0.06
0.06
0.12
0.18
0.2
0.14
0.07
0.15
0.11
0.24
0.18
0.17
0.17
0.12
0.15
0.21
0.15
0.07
0.14
0.14
0.24
0.04
0.18
0.03
0.01
0.27
0
0
0.18
0.15
0.04
0.18
0.21
0.23
0.18
0.04
0.11
0.2
0.11
0.01
0.18
0.06
0.21
0.12
0.21
0.18
0.01
0.12
0.3
0
0.48
0.14
0.11
0.36
0.04
0.15
0.17
0.14
0.09
0.2
0.12
0.07
0.14
0
0.12
0.12
0.17
0.17
0
0.03
0.24
0
0.12
0.11
0.15
0
0.12
0
0.27
0.17
-0.17
0.17
0.45
0.09
0.15
0.26
0.26
0
0.07
0.18
0.12
0.15
0
0.21
0.12
0.12
0.06
0.07
0.11
0.17
0.11
0.14
0.18
0
0.18
0.06
0
0.15
0.15
0.04
0.17
0.12
0.15
0.06
0.21
0.2
0.06
0.12
0.15
0.23
0.09
0.14
0.23
0.17
0.18
0.17
0.06
0.18
0.33
0.06
0.09
0.17
0
0.21
0.18
0.11
0.06
0.07
0.18
0.03
0.12
0.14
0.23
0.12
0.15
0.01
0.03
0.27
0.11
0.3
0
0.03
0.15
0.15
0.06
0.06
0.15
0.24
0.12
0.12
0.09
0.15
0.14
0.11
0.06
0.06
0.21
0.09
0.06
0.14
0.17
0.15
0.06
0
0.03
0.09
0.14
0.26
0.18
0.09
0.2
0.12
0.18
0.15
0
0.07
0.2
0.18
0.06
0.24
0.11
0.09
0.2
0.21
0.01
0.07
0.17
0.12
0.09
0.15
0.09
0
0.07
-0.1
0.09
0.14
0
0.32
0.23
0.14
0.2
0.01
0.04
0.11
0.27
0.11
0.26
0.18
0.15
0.15
0.17
0.23
0.21
0.2
0.2
0
0.18
0.2
0.15
0.03
0.14
0.15
0
0.27
0.14
0
0.2
0.18
0.11
0.2
0.12
0
0.18
0.06
0.17
0.07
0.2
0.04
0.07
0.14
0.07
0.3
0.12
0.18
0
0.11
0.29
0.12
0.12
0.15
0.14
0.04
0.12
0.03
0
0.14
0.32
0.18
0.2
0.17
0.17
0.15
0.09
0.01
0.23
0.07
0.2
0.21
0
0.24
0.18
0.12
0.09
0.15
0.33
0.14
0.09
0.12
0.15
0.15
0.18
0
0.21
0.11
0.07
0
0.09
0.3
0.14
0.15
0.2
0
0.09
0.26
0.12
0.12
0.2
0.12
0.18
0.27
0.15
0.11
0.07
0.07
0.09
0.11
0.01
0
0.18
0.09
0.06
0.17
0.17
0.14
0.18
0.14
0.07
0
0.17
0.17
0.01
0.11
0.11
0.15
0.11
0.11
0.32
0.15
0.18
0.12
0.18
0.15
0
0.17
0.03
0.12
0.04
0.01
0.24
0.27
0.11
0.06
0.12
0.11
0.09
0.11
0.15
0.04
0
0.06
0.11
0.17
0.06
0.15
0.07
0.23
0.17
0.04
0.06
0.11
0
0.24
0.12
0.11
0.38
0.12
0.09
0.11
0
0.04
0.2
0.07
0.14
0.21
0.17
0.11
0.23
0.14
0.15
0.24
0.17
0.18
0.06
0.12
0.12
0.14
0.17
0.11
0.12
0.18
0.27
0.09
0.11
0.26
0.07
0.09
0.09
0.04
0.06
0.07
0.15
0.17
0.11
0.09
0.18
0.11
0.07
0
0.24
0.12
0.07
0.03
0.04
0
0.24
0.17
0.2
0.26
0.09
0.04
0.17
